triplet_id,is_contam,error_type,subject,predicate,object,n_evidence,verdict,confidence,caught
13fe5dcf-4713-5024-a655-40e72044f169,0,clean,Torstein Ellingsen,is,a music producer,9,SUPPORTED,0.95,0
e1321be8-d209-5571-8657-c00e2b6f0ba7,0,clean,2015–16 Iona Gaels men's basketball team,represented,Iona College,7,SUPPORTED,0.95,0
2fac940c-f7bc-5091-9788-d18c4df5f1cf,0,clean,Torstein Ellingsen,is,a music producer,4,SUPPORTED,0.99,0
18249bf8-8d3a-5d9d-b85e-7fd29b3056a0,0,clean,Mwabvi Wildlife Reserve,has_species,sable,4,UNSUPPORTED,0.15,1
2951df83-e19a-5b4a-8fb2-adfbb64d1e82,0,clean,Isabella Kelly,born_in,Cairnburgh Castle,4,SUPPORTED,0.95,0
abb42e57-e8f8-5457-a85b-f3eda86be97d,0,clean,Greg Monroe,drafted_by,Detroit Pistons,4,UNCERTAIN,0.45,0
19cf8a2f-b59e-534b-9282-662694a14f27,0,clean,Bing Crosby,full_name,"Harry Lillis ""Bing"" Crosby Jr.",7,UNSUPPORTED,0.15,1
aab597ea-b6e6-5c88-828b-8cf2300c761b,0,clean,John André,hanged_as,a spy,5,UNCERTAIN,0.65,0
8aa75eca-2e6e-577f-afe2-365e5db3291f,0,clean,Salma Hayek,started_in,Teresa,9,UNSUPPORTED,0.05,1
1a05d334-3309-5e60-ba61-4d4bf6e7f3ed,0,clean,Calibanus,native_to,dry_areas_of_northeastern_Mexico,9,SUPPORTED,0.95,0
57ddab24-beec-5534-a7a1-7ba64aeedeb0,0,clean,Franco Corelli,had_a_major_international_opera_career,between 1951 and 1976,9,UNCERTAIN,0.62,0
trex_16417,0,clean,The Onedin Line,P840,Liverpool,9,UNSUPPORTED,0.05,1
27926735-4c22-5594-932e-f944e071b0ea,0,clean,Fastjet Tanzania,sold_seats,one million,4,SUPPORTED,0.95,0
8a7c1f36-4c1c-5c40-870b-6ecd23881267,0,clean,Beer Wars,covers,use of advertising and lobbyists to control beer market,4,SUPPORTED,0.95,0
62f07a26-3bcc-501c-a911-9d35dfe2faf6,0,clean,A Pair of Brown Eyes,peaked_at,Number 72,4,UNSUPPORTED,0.95,1
4f0a2987-630a-5dd3-8692-454b71c21bda,0,clean,Calibanus,specifically_under,subfamily_Nolinoideae,9,UNSUPPORTED,0.1,1
7ed307b6-4d45-547f-8e6e-116bd1a16200,0,clean,Bing Crosby,occupation,singer and actor,7,SUPPORTED,0.92,0
ef88126f-17b1-5fe9-a8b4-ba8d3d88e6a3,0,clean,12 Years a Slave (score),original_soundtrack_of,12 Years a Slave,3,UNCERTAIN,0.55,0
56849362-ecf4-51b8-b7e9-18b8792a6794,0,clean,Calibanus,from,dry_areas_of_northeastern_Mexico,9,UNSUPPORTED,0.05,1
0ccf3b47-1280-5fba-9d72-5c48f04da49d,0,clean,Bing Crosby,had_voice_type,warm bass-baritone,4,UNSUPPORTED,0.05,1
2a486a86-8c20-5bf2-aec7-c857e827da18,0,clean,Tom Clancy,vice_chairman_of,community activities and public affairs committees of Baltimore Orioles,9,SUPPORTED,0.95,0
5c26549d-81ac-5011-8473-700ce9872d06,0,clean,Blues Traveler,considered_a_key_part_of,the re-emerging jam band scene of the 1990s,9,UNCERTAIN,0.45,0
2137cdab-d365-5630-be69-7a1e5a6ec5a9,0,clean,John André,hanged_by,the Continental Army,5,UNCERTAIN,0.55,0
2edba6d2-1743-5f92-871a-1077e5bd0937,0,clean,Jalen Jones,currently_playing_for,New Orleans Pelicans,4,SUPPORTED,1.0,0
4cbbe210-dc9b-5c1c-adf6-1b75f7cf7948,0,clean,On Tour Forever,packaged_as,double album,4,UNCERTAIN,0.35,1
trex_42893,0,clean,Utah,[Location] is next to [Location],Arizona,9,SUPPORTED,0.95,0
de7df69e-0c32-5908-a721-65cec99a800a,0,clean,Moscow State University,founded_by,Mikhail Lomonosov,9,UNCERTAIN,0.45,0
973c77c7-ffc6-5b5c-9dc3-cf5e2b5019ea,0,clean,Sierra Academy of Aeronautics,contracted_by,Shanghai Airlines,8,SUPPORTED,1.0,0
dc30ef9d-db40-5ebf-8cfe-779d9a990357,0,clean,Salma Hayek,came_to_prominence,Desperado,9,UNSUPPORTED,0.95,1
3bd3a599-abf0-5119-8a7d-a1b9eb98dc72,0,clean,Mike Gundy,is_an,American football coach,4,SUPPORTED,0.99,0
53b4ea93-1225-5db1-a265-d21f36cbac47,0,clean,College Humor,stars,Bing Crosby,4,UNSUPPORTED,0.05,1
c6a73de9-3a27-5849-924f-7dddd988a558,0,clean,Berger Blanc Suisse,originates_from,Switzerland,6,UNCERTAIN,0.55,0
d4405abb-0d31-5e71-a15a-926b7b4e810f,0,clean,Apratim Majumdar,from,Kolkata,9,UNSUPPORTED,0.05,1
0b980b39-74e8-5af3-aa5b-cff317a7cd0f,0,clean,Wild Mountain Thyme,also_known_as,Purple Heather,9,UNSUPPORTED,0.05,1
51488796-5877-50c8-84c7-85d5678f7f73,0,clean,Jamie Kennedy,appeared_in_film,Scream 2,4,UNCERTAIN,0.35,1
045d75ce-e87e-5ada-8fe6-483048bcb20f,0,clean,Salma Hayek,born_on,"September 2, 1966",9,UNSUPPORTED,0.05,1
bddae936-d6dd-5e18-851d-f432dfafd66c,0,clean,A Pair of Brown Eyes,featured_on,Rum Sodomy & the Lash,4,UNSUPPORTED,0.05,1
afeb42e8-a565-5e76-acba-ac0e17fd1353,0,clean,On Tour Forever,released_by,Blues Traveler,9,UNSUPPORTED,0.05,1
153f4379-64dd-55a7-a2a2-3251d00ff84a,0,clean,Calibanus,formerly_in,family_Ruscaceae,9,UNCERTAIN,0.45,0
3418d1bd-263a-5051-8059-460c4b86af43,0,clean,Greg Monroe,named,Big East Rookie of the Year,4,UNSUPPORTED,0.05,1
95765602-f474-57cd-a620-681252824c14,0,clean,Cairnburgh Castle,is_a,ruined castle,4,UNCERTAIN,0.45,0
3b78ffda-d51d-56c5-bbcd-262b8da0f705,0,clean,Berger Blanc Suisse,is_also_known_as,Weisser Schweizer Schäferhund,4,UNCERTAIN,0.45,0
b9144118-9168-5668-b8d8-93b2cfef416e,0,clean,Jalen Jones,profession,professional basketball player,7,SUPPORTED,0.95,0
286bbf67-0608-5081-bc03-cd395f5e5e26,0,clean,Wild Mountain Thyme,in_style_of,traditional Irish folk,9,UNSUPPORTED,0.15,1
36881526-d96b-524e-bea3-a1ff3ab1c031,0,clean,Stuart Roosa,died_on,"December 12, 1994",4,UNSUPPORTED,0.95,1
b04898a8-2b61-5ad6-87f7-61b21b1ad337,0,clean,Jalen Jones,currently_playing_for,New Orleans Pelicans,4,SUPPORTED,0.95,0
3af4db0e-055e-5f5e-8559-6242b1532d0b,0,clean,Courteney Cox,appeared_in_film,Scream 2,4,UNCERTAIN,0.35,1
a695180c-0b4d-51fc-b3a5-f7e182486c13,0,clean,Hawker Hurricane,operated_by,Royal Air Force,9,SUPPORTED,0.95,0
25d59475-cd18-53a0-b071-a2995f57cb15,0,clean,Sergei Aleksandrovich Tokarev,occupation,scholar,9,SUPPORTED,0.95,0
45325660-7781-5e8d-994f-3582a6bda63b,0,clean,Stuart Roosa,took,500 seeds,4,UNSUPPORTED,0.15,1
254b223e-2a51-5fef-8595-160c4979884e,0,clean,Mike Gundy,played_from,1986 to 1989,9,SUPPORTED,0.99,0
532b0d3a-105a-536b-92ab-d46b5c34ed6c,0,clean,A Pair of Brown Eyes,based_on_melody_of,Wild Mountain Thyme,9,UNSUPPORTED,0.15,1
45ce2e53-d68c-5783-8687-09a8990d73a7,0,clean,Salma Hayek,came_to_prominence,Wild Wild West,9,SUPPORTED,0.95,0
35c65aec-73fd-5493-9ff2-6af23dfc63e5,0,clean,Experimental hip hop,produced,electronically,4,UNSUPPORTED,0.15,1
trex_41629,0,clean,Fazakerley,[City] is in [Country],Liverpool,9,UNSUPPORTED,0.05,1
68dc6d22-3e88-5882-8d2c-47f101161162,0,clean,New York State Route 9R,passes_through,residential areas,9,UNCERTAIN,0.4,0
a682e7c9-f2c9-5bf3-88fa-5d44627e6410,0,clean,Ken Pruitt,was_member_of,Florida Senate,4,UNCERTAIN,0.45,0
37177609-6e81-5e11-82d6-125e77a260d9,0,clean,Salma Hayek,born_on,"September 2, 1966",9,SUPPORTED,1.0,0
4974d28e-dd18-557d-a2bc-3b108bcbde1f,0,clean,Wild Mountain Thyme,written_by,Francis McPeake 1st,9,SUPPORTED,0.95,0
e8cc7a5b-e450-5582-8f38-99c2be7bdd63,0,clean,Franco Corelli,dubbed,the Prince of tenors,9,UNCERTAIN,0.55,0
9f6785c3-c698-597b-b657-bd23c540c916,0,clean,Laurie Metcalf,appeared_in_film,Making Mr. Right,9,UNSUPPORTED,0.95,1
7e24329a-c638-5504-b32f-14610687f477,0,clean,Torstein Ellingsen,is,a Norwegian drummer,9,SUPPORTED,0.99,0
trex_7392,0,clean,The Bahamas,instance of,island country,4,UNCERTAIN,0.55,0
20c74e61-7bcf-5ecf-b8af-eebcb86b5a94,0,clean,2015–16 Iona Gaels men's basketball team,played_home_games_at,Hynes Athletic Center,7,UNCERTAIN,0.35,1
2672723a-1435-53c3-b036-20401998266a,0,clean,Baraki Rajan,located_in,Baraki Barak District,9,UNCERTAIN,0.45,0
559417b8-bb3d-5744-b787-4aa229c1a44e,0,clean,Berger Blanc Suisse,has_same_origins_as,German Shepherd Dog,6,SUPPORTED,0.95,0
28f889a0-e3d2-5271-8d60-7eb26e111d04,0,clean,Salma Hayek,born_in,Mexico,4,UNCERTAIN,0.45,0
633c020b-212e-58c1-808f-c08303514a77,0,clean,Hawker Hurricane,designed_by,Hawker Aircraft Ltd,9,SUPPORTED,0.95,0
cd4cd69e-4003-5958-b419-afb7255bc3fb,0,clean,Blues Traveler,genre,blues rock,9,UNSUPPORTED,0.15,1
109b5e3b-cbf4-51d6-98a3-0b73a06168ef,0,clean,New York State Route 9R,has_portions,four lanes wide in commercial districts,9,SUPPORTED,0.95,0
2b6df990-41b6-57d8-9f07-6cd49e9bc300,0,clean,Berger Blanc Suisse,is_also_known_as,Weisser Schweizer Schäferhund,6,UNCERTAIN,0.65,0
61a31949-d41b-576f-95e5-94bbf7d34c11,0,clean,Apratim Majumdar,style,Dhrupadee Veenkar,9,UNCERTAIN,0.45,0
3eac0cb4-2385-5e7d-a214-d71115f9dacf,0,clean,New York State Route 9R,connects_to,city of Cohoes,9,UNCERTAIN,0.45,0
6d07f969-ea66-5ae0-be39-ac2442267f25,0,clean,Blues Traveler,genre,soul,9,SUPPORTED,0.95,0
34691fe3-ba55-54c1-b7cb-298ab40da736,0,clean,Hawker Hurricane,designed_by,Hawker Aircraft Ltd,2,UNCERTAIN,0.35,1
trex_13727,0,clean,Treasure Cay,country,The Bahamas,4,UNCERTAIN,0.65,0
b9f58a86-0ec1-507f-99bb-1ccb081a5e4b,0,clean,The Many Adventures of Winnie the Pooh,is,the 22nd Disney animated feature film,4,UNSUPPORTED,0.15,1
20f6bd03-048c-543d-89e2-f3f7e92478bb,0,clean,Laurie Metcalf,known_for,television roles,4,UNCERTAIN,0.45,0
31b65d81-ac8f-5bb2-90eb-4db18216ef4d,0,clean,Tosca,starring,Franco Corelli,4,UNCERTAIN,0.45,0
95de6880-905b-5d4c-8ba2-26c1952753b3,0,clean,Mike Gundy,is_an,American football coach,9,SUPPORTED,0.95,0
c5e559f4-594d-5076-ba9c-dc4385f03a3a,0,clean,Fly540,commenced_operations,2006,5,UNCERTAIN,0.35,1
65f48c56-16ce-5c8f-a8d0-eea507f66f3c,0,clean,Jalen Jones,contract_type,two-way contract,4,UNSUPPORTED,0.05,1
029a5ba8-fe8e-532a-b388-f04f68ec9d16,0,clean,Salma Hayek,profession,film actress,9,SUPPORTED,0.95,0
a8f91957-7d56-502d-845e-433f1e51d970,0,clean,Benedict Arnold,later_defected_to,British Army,6,SUPPORTED,0.92,0
4aeeba73-4b6c-514a-9b01-394cbbdbe7c1,0,clean,Gatwick Airport,distance_from,Crawley,4,UNSUPPORTED,0.15,1
705bb437-67a6-5865-9e86-391a8dd72f96,0,clean,Franco Corelli,had_a_major_international_opera_career,between 1951 and 1976,9,UNCERTAIN,0.58,0
4e65679e-2713-5fae-8586-25b82e965da3,0,clean,New York State Route 9R,has_a_portion,four lanes wide commercial district,9,UNSUPPORTED,0.05,1
dc253998-4625-56a4-8876-e11890776c87,0,clean,Bing Crosby,best_selling_recording_artist,20th century,7,UNCERTAIN,0.6,0
4427f764-29d6-5b6a-b469-3164935d50b3,0,clean,College Humor,stars,Bing Crosby,7,UNSUPPORTED,0.05,1
3c959153-ac59-54e8-9e3c-0503e85fd383,0,clean,Isabella Kelly,also_known_as,Isabella Hedgeland,4,UNSUPPORTED,0.05,1
7288a0e2-7745-5bf9-9707-3341b1f25c1c,0,clean,Calibanus,antagonist_in,Shakespeare's_The_Tempest,9,UNSUPPORTED,0.05,1
dace1cd3-ef90-5267-943e-961318980df8,0,clean,New York State Route 9R,passes_through,residential areas,9,UNCERTAIN,0.45,0
trex_16238,0,clean,Sergei Aleksandrovich Tokarev,language spoken or written,Russian,9,UNCERTAIN,0.55,0
259c29da-a201-5bbf-a3ad-2f06482edcd2,0,clean,Salma Hayek,nationality,Mexican,9,UNSUPPORTED,0.95,1
4d587283-cdd6-54ab-97d0-e9b07cf45214,0,clean,Black Book,starring,Halina Reijn,4,UNCERTAIN,0.35,1
70974eb2-df9e-5962-8bd7-00f5453ad048,0,clean,Jewell,worked_on,Gin and Juice,1,UNSUPPORTED,0.05,1
54189e52-9add-5af7-a2d8-003cb8fef66b,0,clean,Mike Gundy,played_position,quarterback,9,UNCERTAIN,0.45,0
0c9a18ba-5beb-5b51-b7b7-c1d05fe9d1b2,0,clean,On Tour Forever,includes_copies_of,Travelers and Thieves,4,UNSUPPORTED,0.05,1
2a5d7b7b-66c0-5b1b-b117-eeac386e61a4,0,clean,Nusretiye Mosque,architectural_influence,Islamic,4,UNCERTAIN,0.55,0
08ec131c-477f-5b42-beb0-7f72537b7827,0,clean,Wild Mountain Thyme,also_known_as,Will Ye Go Lassie Go,9,UNCERTAIN,0.65,0
d49c31f5-a659-5978-aa34-7636c8f1d52e,0,clean,Atik Valide Mosque,located_in,Istanbul,4,UNCERTAIN,0.65,0
78083755-2060-58ec-9a22-c037d2ac2a1f,0,clean,Berger Blanc Suisse,recognized_as,separate_breed_by_FCI,6,UNSUPPORTED,0.15,1
77bf95a4-4702-53e1-9182-729897370a5f,0,clean,Salma Hayek,came_to_prominence,From Dusk Till Dawn,9,UNSUPPORTED,0.92,1
c4896739-c5d4-5b74-bd01-3fe775c8433c,0,clean,Torstein Ellingsen,is,a music producer,9,SUPPORTED,0.99,0
06d8da92-159f-5b2b-bef0-4208adb89a44,0,clean,Dennis Rodman,known_for,rebounding abilities,4,UNSUPPORTED,0.05,1
46790689-4e47-5360-a2eb-86cb2eb96f69,0,clean,Benedict Arnold,fought_for,American Continental Army,9,SUPPORTED,0.95,0
b2b78f88-ef6e-545d-b0d1-84decc61e1b3,0,clean,Greg Monroe,last_pistons_player_to_wear,#10 jersey,4,UNSUPPORTED,0.1,1
35b788f2-4d24-5f9f-ba3d-5177514fb738,0,clean,New York State Route 9R,has_a_portion,four lanes wide commercial district,9,SUPPORTED,0.99,0
1e209bbc-c6f9-52af-ab4c-f749a2c52cd3,0,clean,New York State Route 9R,is_a,north–south state highway,9,SUPPORTED,0.85,0
2956abcb-b88f-581f-bba7-8290ef5caf68,0,clean,Valens Aqueduct,completed_by,Roman Emperor Valens,4,UNCERTAIN,0.45,0
0ad6de58-faa3-5cab-8aae-4898fcc59f49,0,clean,Beer Wars,covers,use of advertising and lobbyists to control beer market,4,SUPPORTED,0.95,0
bc5f236b-8b6e-52fe-bc28-bc5470bca4fe,0,clean,Hawker Hurricane,operated_in,Second World War,9,SUPPORTED,1.0,0
3e27fa10-f425-5f94-8165-16864d94f123,0,clean,Naval Submarine Base New London,is_the_primary_east_coast_submarine_base_of,United States Navy,4,SUPPORTED,0.95,0
trex_7990,0,clean,Arizona State University,located in the administrative territorial entity,Arizona,9,UNCERTAIN,0.55,0
6a0e3ee8-0e47-5a2b-baa9-c581e8e740c8,0,clean,Franco Corelli,appeared_on_the_stages_of,most of the major opera houses in Europe and with opera companies throughout North America,9,UNCERTAIN,0.62,0
6f2ff38e-73c9-5d57-aa48-71ed36a0e058,0,clean,Baraki Barak District,borders,Kharwar District,9,UNSUPPORTED,0.05,1
2b59ce73-1627-50b0-b265-8f7a3c7b4d9a,0,clean,Ed Cliff,contacted,Stuart Roosa,4,UNSUPPORTED,0.05,1
78bfc53f-f74c-5b84-9a91-8b5d9dd27228,0,clean,Ethel Houbiers,voice_of,Penélope Cruz,4,SUPPORTED,1.0,0
d9843897-befd-5cdf-9b6c-5ff65045becf,0,clean,Wild Mountain Thyme,song_by,Francis McPeake,9,UNSUPPORTED,0.15,1
92f99266-890d-5d0d-9a8b-061753672850,0,clean,Blues Traveler,genre,folk rock,9,UNSUPPORTED,0.15,1
3b46c3d3-299a-524d-b1cc-edd190b3c2e5,0,clean,Florida Senate,convenes_at,Florida State Capitol,4,UNSUPPORTED,0.15,1
2ad6a03a-055f-5c73-b717-18b36b7bdeb6,0,clean,Laurie Metcalf,nationality,American,9,UNCERTAIN,0.45,0
bdce8bba-1977-50c3-9b86-653ff47e9c0f,0,clean,Wild Mountain Thyme,is_a,Scottish folk song,9,UNCERTAIN,0.62,0
871314c2-9176-58a2-9bf4-f04ac2b9d880,0,clean,The Many Adventures of Winnie the Pooh,distributed_by,Buena Vista Distribution,4,UNCERTAIN,0.45,0
4d9ee269-24a8-50bc-8a42-63f26ea8dd65,0,clean,Mike Gundy,head_football_coach_at,Oklahoma State University,9,SUPPORTED,0.95,0
794d64b0-b474-5c3e-90a9-bbbad899074b,0,clean,Florida Senate,composes,Florida_Legislature,4,SUPPORTED,0.85,0
trex_18886,0,clean,Navajo Reservation,located in the administrative territorial entity,Arizona,9,UNCERTAIN,0.45,0
